instrument_token,exchange_token,tradingsymbol,name,instrument_type,segment,exchange
339713,1327,HCL-INSYS,HCL INFOSYSTEMS,EQ,NSE,NSE
339969,1328,MARINE,MARINE ELECTRICAL (I),EQ,NSE,NSE
341249,1333,HDFCBANK,HDFC BANK,EQ,NSE,NSE
342017,1336,HEG,HEG,EQ,NSE,NSE
342529,1338,SDBL,SOM DIST & BREW,EQ,NSE,NSE
343297,1341,585GS2030-GS,GOI LOAN  5.85% 2030,EQ,NSE,NSE
343553,1342,SGBN28VIII-GB,2.5%GOLDBONDS2028SR-VIII,EQ,NSE,NSE
345089,1348,HEROMOTOCO,HERO MOTOCORP,EQ,NSE,NSE
346369,1353,AMJUMBO-SM,A AND M JUMBO BAGS,EQ,NSE,NSE
348161,1360,HIMATSEIDE,HIMATSINGKA SEIDE,EQ,NSE,NSE
348417,1361,622KL27-SG,SDL KL 6.22% 2027,EQ,NSE,NSE
348673,1362,64AP28-SG,SDL AP 6.4% 2028,EQ,NSE,NSE
348929,1363,HINDALCO,HINDALCO  INDUSTRIES ,EQ,NSE,NSE
349185,1364,649GJ29-SG,SDL GJ 6.49% 2029,EQ,NSE,NSE
349441,1365,653KA30-SG,SDL KA 6.53% 2030,EQ,NSE,NSE
350209,1368,66MN30-SG,SDL MN 6.6% 2030,EQ,NSE,NSE
350465,1369,662RJ30-SG,SDL RJ 6.62% 2030,EQ,NSE,NSE
351233,1372,HINDCOMPOS,HINDUSTAN COMPOSITES,EQ,NSE,NSE
351489,1373,665JK30-SG,SDL JK 6.65% 2030,EQ,NSE,NSE
352001,1375,HCC,HINDUSTAN CONSTRUCTION CO,EQ,NSE,NSE
352257,1376,668JH32-SG,SDL JH 6.68% 2032,EQ,NSE,NSE
352769,1378,668AP33-SG,SDL AP 6.68% 2033,EQ,NSE,NSE
353025,1379,669KA37-SG,SDL KA 6.69% 2037,EQ,NSE,NSE
353793,1382,673PN40-SG,SDL PN 6.73% 2040,EQ,NSE,NSE
354817,1386,674TS50-SG,SDL TS 6.74% 2050,EQ,NSE,NSE
356865,1394,HINDUNILVR,HINDUSTAN UNILEVER,EQ,NSE,NSE
359169,1403,HINDOILEXP,HINDUSTAN OIL EXPLORATION,EQ,NSE,NSE
359937,1406,HINDPETRO,HINDUSTAN PETROLEUM CORP,EQ,NSE,NSE
361473,1412,AGI,AGI GREENPAC,EQ,NSE,NSE
362241,1415,GLOBAL,GLOBAL EDUCATION,EQ,NSE,NSE
364033,1422,66RJ30B-SG,SDL RJ 6.6% 2030,EQ,NSE,NSE
364545,1424,HINDZINC,HINDUSTAN ZINC,EQ,NSE,NSE
364801,1425,662AS30-SG,SDL AS 6.62% 2030,EQ,NSE,NSE
365057,1426,MHHL-SM,MOHINI HEALTH&HYGIENE,EQ,NSE,NSE
365569,1428,662NL30-SG,SDL NL 6.62% 2030,EQ,NSE,NSE
366081,1430,668MZ31-SG,SDL MZ 6.68% 2031,EQ,NSE,NSE
366593,1432,668AP35A-SG,SDL AP 6.68% 2035,EQ,NSE,NSE
367873,1437,668KA36-SG,SDL KA 6.68% 2036,EQ,NSE,NSE
369153,1442,SANOFI,SANOFI INDIA,EQ,NSE,NSE
369409,1443,671WB40-SG,SDL WB 6.71% 2040,EQ,NSE,NSE
370177,1446,671TS40-SG,SDL TS 6.71% 2040,EQ,NSE,NSE
370689,1448,HLVLTD,HLV,EQ,NSE,NSE
370945,1449,593CG26-SG,SDL CG 5.93% 2026,EQ,NSE,NSE
371969,1453,654KA30-SG,SDL KA 6.54% 2030,EQ,NSE,NSE
372225,1454,655GA30A-SG,SDL GA 6.55% 2030,EQ,NSE,NSE
372481,1455,BIRLANU,BIRLANU,EQ,NSE,NSE
375041,1465,ACCURACY,ACCURACY SHIPPING,EQ,NSE,NSE
375553,1467,AKZOINDIA,AKZO NOBEL INDIA,EQ,NSE,NSE
377857,1476,IDBI,IDBI BANK,EQ,NSE,NSE
378881,1480,REPL,RUDRABHISHEK ENTERP,EQ,NSE,NSE
379393,1482,IFBAGRO,IFB AGRO INDUSTRIES,EQ,NSE,NSE
380161,1485,IFBIND,IFB INDUSTRIES,EQ,NSE,NSE
381697,1491,IFCI,IFCI,EQ,NSE,NSE
382465,1494,RBA,RESTAURANT BRAND ASIA,EQ,NSE,NSE
383233,1497,SHIVAMILLS,SHIVA MILLS,EQ,NSE,NSE
385793,1507,MOGSEC,MOTILALAMC - G5,EQ,NSE,NSE
386049,1508,ASTERDM,ASTER DM HEALTHCARE,EQ,NSE,NSE
387073,1512,INDHOTEL,THE INDIAN HOTELS CO.,EQ,NSE,NSE
387329,1513,535RJ25-SG,SDL RJ 5.35% 2025,EQ,NSE,NSE
387841,1515,INDIACEM,THE INDIA CEMENTS,EQ,NSE,NSE
388097,1516,654GA30A-SG,SDL GA 6.54% 2030,EQ,NSE,NSE
389377,1521,INDIAGLYCO,INDIA GLYCOLS,EQ,NSE,NSE
389633,1522,652KA30-SG,SDL KA 6.52% 2030,EQ,NSE,NSE
390401,1525,656UP30-SG,SDL UP 6.56% 2030,EQ,NSE,NSE
391169,1528,66ML30-SG,SDL ML 6.6% 2030,EQ,NSE,NSE
391681,1530,INDIANHUME,INDIAN HUME PIPE CO.,EQ,NSE,NSE
391937,1531,665KA35-SG,SDL KA 6.65% 2035,EQ,NSE,NSE
392193,1532,668WB35-SG,SDL WB 6.68% 2035,EQ,NSE,NSE
392961,1535,667TS50-SG,SDL TS 6.67% 2050,EQ,NSE,NSE
396033,1547,RKEC,RKEC PROJECTS,EQ,NSE,NSE
401921,1570,GMMPFAUDLR,GMM PFAUDLER,EQ,NSE,NSE
402433,1572,RVHL-BE,RAVINDER HEIGHTS,EQ,NSE,NSE
403457,1576,GILLETTE,GILLETTE INDIA,EQ,NSE,NSE
404737,1581,TARC,TARC,EQ,NSE,NSE
407809,1593,MGEL,MANGALAM GLOBAL ENT,EQ,NSE,NSE
408065,1594,INFY,INFOSYS,EQ,NSE,NSE
408833,1597,INGERRAND,INGERSOLL-RAND INDIA,EQ,NSE,NSE
411393,1607,AURIGROW,AURI GROW INDIA,EQ,NSE,NSE
413185,1614,FAIRCHEMOR,FAIRCHEM ORGANICS,EQ,NSE,NSE
414977,1621,TATAINVEST,TATA INVESTMENT CORP,EQ,NSE,NSE
415745,1624,IOC,INDIAN OIL CORP,EQ,NSE,NSE
416513,1627,LINDEINDIA,LINDE INDIA,EQ,NSE,NSE
416769,1628,BECTORFOOD,MRS BECTORS FOOD SPE,EQ,NSE,NSE
417281,1630,IONEXCHANG,ION EXCHANGE (INDIA),EQ,NSE,NSE
418049,1633,IPCALAB,IPCA LABORATORIES,EQ,NSE,NSE
420865,1644,657HP30-SG,SDL HP 6.57% 2030,EQ,NSE,NSE
421121,1645,66AS30A-SG,SDL AS 6.6% 2030,EQ,NSE,NSE
421377,1646,658GA30A-SG,SDL GA 6.58% 2030,EQ,NSE,NSE
421633,1647,657HP30A-SG,SDL HP 6.57% 2030,EQ,NSE,NSE
422145,1649,66UP30A-SG,SDL UP 6.6% 2030,EQ,NSE,NSE
422401,1650,651KA30B-SG,SDL KA 6.51% 2030,EQ,NSE,NSE
422657,1651,663KA34-SG,SDL KA 6.63% 2034,EQ,NSE,NSE
422913,1652,663TN35-SG,SDL TN 6.63% 2035,EQ,NSE,NSE
423681,1655,669TS40-SG,SDL TS 6.69% 2040,EQ,NSE,NSE
424961,1660,ITC,ITC,EQ,NSE,NSE
425729,1663,SUNDROP,SUNDROP BRANDS,EQ,NSE,NSE
428033,1672,HGINFRA,H.G.INFRA ENGINEERING,EQ,NSE,NSE
428801,1675,ITI,ITI,EQ,NSE,NSE
430337,1681,IVP,IVP,EQ,NSE,NSE
433921,1695,662UP30-SG,SDL UP 6.62% 2030,EQ,NSE,NSE
434433,1697,541GA25-SG,SDL GA 5.41% 2025,EQ,NSE,NSE
435201,1700,532RJ25-SG,SDL RJ 5.32% 2025,EQ,NSE,NSE
435969,1703,588CG26-SG,SDL CG 5.88% 2026,EQ,NSE,NSE
437249,1708,JAYBARMARU,JAY BHARAT MARUTI,EQ,NSE,NSE
437505,1709,617KL27-SG,SDL KL 6.17% 2027,EQ,NSE,NSE
438273,1712,66ML30A-SG,SDL ML 6.6% 2030,EQ,NSE,NSE
439041,1715,66RJ30C-SG,SDL RJ 6.6% 2030,EQ,NSE,NSE
440321,1720,JAYSREETEA,JAYSHREE TEA & INDUSTRIES,EQ,NSE,NSE
440577,1721,66WB30-SG,SDL WB 6.6% 2030,EQ,NSE,NSE
441857,1726,JBCHEPHARM,J B CHEMICALS AND PHARMA,EQ,NSE,NSE
442113,1727,651KA30C-SG,SDL KA 6.51% 2030,EQ,NSE,NSE
442881,1730,664PY32-SG,SDL PY 6.64% 2032,EQ,NSE,NSE
443649,1733,662KA32A-SG,SDL KA 6.62% 2032,EQ,NSE,NSE
444929,1738,665TR35-SG,SDL TR 6.65% 2035,EQ,NSE,NSE
445185,1739,665AP36-SG,SDL AP 6.65% 2036,EQ,NSE,NSE
445953,1742,665TS40-SG,SDL TS 6.65% 2040,EQ,NSE,NSE
446721,1745,665AP40-SG,SDL AP 6.65% 2040,EQ,NSE,NSE
449537,1756,JINDALPOLY,JINDAL POLY FILMS,EQ,NSE,NSE
449793,1757,665PN50A-SG,SDL PN 6.65% 2050,EQ,NSE,NSE
456193,1782,KANPRPLA,KANPUR PLASTIPACK,EQ,NSE,NSE
460033,1797,AWHCL,ANTONY WASTE HDG CELL,EQ,NSE,NSE
461313,1802,JYOTISTRUC,JYOTI STRUCTURES,EQ,NSE,NSE
462081,1805,KABRAEXTRU,KABRA EXTRUSION TECHNIK L,EQ,NSE,NSE
462849,1808,KAJARIACER,KAJARIA CERAMICS,EQ,NSE,NSE
463617,1811,KAKATCEM,KAKATIYA CEM SUGAR &IND L,EQ,NSE,NSE
464385,1814,KPIL,KALPATARU PROJECT INT,EQ,NSE,NSE
466177,1821,532AS26-SG,SDL AS 5.32% 2026,EQ,NSE,NSE
466945,1824,582RJ27-SG,SDL RJ 5.82% 2027,EQ,NSE,NSE
467457,1826,KAMATHOTEL,KAMAT HOTELS (I),EQ,NSE,NSE
467713,1827,645GJ30A-SG,SDL GJ 6.45% 2030,EQ,NSE,NSE
468481,1830,658GA31-SG,SDL GA 6.58% 2031,EQ,NSE,NSE
469249,1833,663MN31-SG,SDL MN 6.63% 2031,EQ,NSE,NSE
469761,1835,KANORICHEM,KANORIA CHEMICALS & INDUS,EQ,NSE,NSE
470017,1836,659RJ31-SG,SDL RJ 6.59% 2031,EQ,NSE,NSE
470529,1838,KARURVYSYA,KARUR VYSYA BANK,EQ,NSE,NSE
470785,1839,653TN31-SG,SDL TN 6.53% 2031,EQ,NSE,NSE
471297,1841,KCP,KCP,EQ,NSE,NSE
471553,1842,66UP31-SG,SDL UP 6.6% 2031,EQ,NSE,NSE
474625,1854,66UK31-SG,SDL UK 6.6% 2031,EQ,NSE,NSE
475905,1859,KESORAMIND,KESORAM INDUSTRIES,EQ,NSE,NSE
476161,1860,666JH34-SG,SDL JH 6.66% 2034,EQ,NSE,NSE
476929,1863,664JK36-SG,SDL JK 6.64% 2036,EQ,NSE,NSE
477697,1866,664AP39-SG,SDL AP 6.64% 2039,EQ,NSE,NSE
478977,1871,665AP41-SG,SDL AP 6.65% 2041,EQ,NSE,NSE
479233,1872,664TS51-SG,SDL TS 6.64% 2051,EQ,NSE,NSE
481025,1879,CARYSIL,CARYSIL,EQ,NSE,NSE
482817,1886,572BR26-SG,SDL BR 5.72% 2026,EQ,NSE,NSE
483073,1887,597CG27-SG,SDL CG 5.97% 2027,EQ,NSE,NSE
483329,1888,664SK31-SG,SDL SK 6.64% 2031,EQ,NSE,NSE
483841,1890,657TN31-SG,SDL TN 6.57% 2031,EQ,NSE,NSE
484097,1891,661UP31-SG,SDL UP 6.61% 2031,EQ,NSE,NSE
485377,1896,661RJ31-SG,SDL RJ 6.61% 2031,EQ,NSE,NSE
486145,1899,664MZ32-SG,SDL MZ 6.64% 2032,EQ,NSE,NSE
486657,1901,CUMMINSIND,CUMMINS INDIA,EQ,NSE,NSE
486913,1902,663WB41-SG,SDL WB 6.63% 2041,EQ,NSE,NSE
487681,1905,663AP37-SG,SDL AP 6.63% 2037,EQ,NSE,NSE
488961,1910,663PN51-SG,SDL PN 6.63% 2051,EQ,NSE,NSE
491265,1919,KOPRAN,KOPRAN,EQ,NSE,NSE
491521,1920,SGBJAN29IX-GB,2.50%GOLDBONDS2029SR-IX,EQ,NSE,NSE
492033,1922,KOTAKBANK,KOTAK MAHINDRA BANK,EQ,NSE,NSE
492289,1923,WEALTH,WEALTH FRST PORT. MG.,EQ,NSE,NSE
493313,1927,LIQUIDETF,DSP LIQUID ETF,EQ,NSE,NSE
495617,1936,582BR26-SG,SDL BR 5.82% 2026,EQ,NSE,NSE
495873,1937,KREBSBIO,KREBS BIOCHEMICALS & IND,EQ,NSE,NSE
496129,1938,662UP31-SG,SDL UP 6.62% 2031,EQ,NSE,NSE
496385,1939,662GA31-SG,SDL GA 6.62% 2031,EQ,NSE,NSE
496641,1940,663ML31-SG,SDL ML 6.63% 2031,EQ,NSE,NSE
497665,1944,661KA33-SG,SDL KA 6.61% 2033,EQ,NSE,NSE
498433,1947,661WB36-SG,SDL WB 6.61% 2036,EQ,NSE,NSE
498945,1949,KSB,KSB,EQ,NSE,NSE
499201,1950,66KA37-SG,SDL KA 6.6% 2037,EQ,NSE,NSE
499969,1953,661MP37-SG,SDL MP 6.61% 2037,EQ,NSE,NSE
501505,1959,662TS41-SG,SDL TS 6.62% 2041,EQ,NSE,NSE
502785,1964,TRENT,TRENT,EQ,NSE,NSE
506625,1979,LMW,LMW,EQ,NSE,NSE
510465,1994,LIBERTSHOE,LIBERTY SHOES,EQ,NSE,NSE
511233,1997,LICHSGFIN,LIC HOUSING FINANCE,EQ,NSE,NSE
512769,2003,SGBJAN29X-GB,2.50%GOLDBONDS2029SR-X,EQ,NSE,NSE
513025,2004,AHLADA,AHLADA ENGINEERS,EQ,NSE,NSE
515329,2013,61CG27-SG,SDL CG 6.1% 2027,EQ,NSE,NSE
515585,2014,657GJ31-SG,SDL GJ 6.57% 2031,EQ,NSE,NSE
516097,2016,661RJ31A-SG,SDL RJ 6.61% 2031,EQ,NSE,NSE
516353,2017,661TS51-SG,SDL TS 6.61% 2051,EQ,NSE,NSE
516609,2018,LUMAXIND,LUMAX INDUSTRIES,EQ,NSE,NSE
516865,2019,662HR41-SG,SDL HR 6.62% 2041,EQ,NSE,NSE
517121,2020,662RJ41-SG,SDL RJ 6.62% 2041,EQ,NSE,NSE
517377,2021,663HP31-SG,SDL HP 6.63% 2031,EQ,NSE,NSE
517633,2022,663WB31-SG,SDL WB 6.63% 2031,EQ,NSE,NSE
517889,2023,663HP33-SG,SDL HP 6.63% 2033,EQ,NSE,NSE
518145,2024,664UP31-SG,SDL UP 6.64% 2031,EQ,NSE,NSE
519169,2028,LYKALABS,LYKA LABS,EQ,NSE,NSE
519425,2029,IRFC,INDIAN RAILWAY FIN CORP L,EQ,NSE,NSE
519937,2031,M&M,MAHINDRA & MAHINDRA,EQ,NSE,NSE
523009,2043,RAMCOCEM,THE RAMCO CEMENTS,EQ,NSE,NSE
524289,2048,INDIGOPNTS,INDIGO PAINTS,EQ,NSE,NSE
524545,2049,CHENNPETRO,CHENNAI PETROLEUM CORP LT,EQ,NSE,NSE
526337,2056,HOMEFIRST,HOME FIRST FIN CO IND,EQ,NSE,NSE
528641,2065,689BR28-SG,SDL BR 6.89% 2028,EQ,NSE,NSE
530177,2071,645RJ27-SG,SDL RJ 6.45% 2027,EQ,NSE,NSE
530689,2073,VTL,VARDHMAN TEXTILES,EQ,NSE,NSE
530945,2074,699JK31-SG,SDL JK 6.99% 2031,EQ,NSE,NSE
531713,2077,685GA31-SG,SDL GA 6.85% 2031,EQ,NSE,NSE
531969,2078,688MN31-SG,SDL MN 6.88% 2031,EQ,NSE,NSE
532225,2079,685RJ31-SG,SDL RJ 6.85% 2031,EQ,NSE,NSE
532481,2080,688UP31-SG,SDL UP 6.88% 2031,EQ,NSE,NSE
532737,2081,69AP32-SG,SDL AP 6.9% 2032,EQ,NSE,NSE
533761,2085,MAHSCOOTER,MAHARASHTRA SCOOTERS,EQ,NSE,NSE
534017,2086,689AP35-SG,SDL AP 6.89% 2035,EQ,NSE,NSE
534529,2088,MAHSEAMLES,MAHARASHTRA SEAMLESS,EQ,NSE,NSE
534785,2089,688RJ46-SG,SDL RJ 6.88% 2046,EQ,NSE,NSE
535553,2092,689WB41-SG,SDL WB 6.89% 2041,EQ,NSE,NSE
536321,2095,686TS41-SG,SDL TS 6.86% 2041,EQ,NSE,NSE
536577,2096,687AP37-SG,SDL AP 6.87% 2037,EQ,NSE,NSE
536833,2097,685TN51-SG,SDL TN 6.85% 2051,EQ,NSE,NSE
539137,2106,MANGLMCEM,MANGALAM CEMENT,EQ,NSE,NSE
539393,2107,STOVEKRAFT,STOVE KRAFT,EQ,NSE,NSE
540673,2112,MARALOVER,MARAL OVERSEAS,EQ,NSE,NSE
543489,2123,619AS26-SG,SDL AS 6.19% 2026,EQ,NSE,NSE
543745,2124,MASTEK,MASTEK,EQ,NSE,NSE
544001,2125,609RJ26-SG,SDL RJ 6.09% 2026,EQ,NSE,NSE
545793,2132,MDL-SM,MARVEL DECOR,EQ,NSE,NSE
546305,2134,698AS31-SG,SDL AS 6.98% 2031,EQ,NSE,NSE
546561,2135,705PN31-SG,SDL PN 7.05% 2031,EQ,NSE,NSE
547073,2137,695RJ31-SG,SDL RJ 6.95% 2031,EQ,NSE,NSE
547841,2140,694UP31-SG,SDL UP 6.94% 2031,EQ,NSE,NSE
548353,2142,MFSL,MAX FINANCIAL SERV,EQ,NSE,NSE
548609,2143,704MZ33-SG,SDL MZ 7.04% 2033,EQ,NSE,NSE
548865,2144,BDL,BHARAT DYNAMICS,EQ,NSE,NSE
549377,2146,698HR41-SG,SDL HR 6.98% 2041,EQ,NSE,NSE
549633,2147,696RJ41-SG,SDL RJ 6.96% 2041,EQ,NSE,NSE
550145,2149,697WB36-SG,SDL WB 6.97% 2036,EQ,NSE,NSE
550401,2150,697RJ51-SG,SDL RJ 6.97% 2051,EQ,NSE,NSE
555009,2168,RAJMET,RAJNANDINI METAL,EQ,NSE,NSE
557057,2176,AKG,AKG EXIM,EQ,NSE,NSE
558337,2181,BOSCHLTD,BOSCH,EQ,NSE,NSE
558849,2183,TSFINV,TSF INVESTMENTS,EQ,NSE,NSE
560129,2188,GENCON,GENERIC ENG CONS PROJ,EQ,NSE,NSE
563201,2200,SGBFEB29XI-GB,2.50%GOLDBONDS2029SR-XI,EQ,NSE,NSE
563969,2203,BIRET-RR,BROOKFIELD INDIA RET,EQ,NSE,NSE
569345,2224,621AS26-SG,SDL AS 6.21% 2026,EQ,NSE,NSE
570113,2227,70TS51-SG,SDL TS 7.0% 2051,EQ,NSE,NSE
570625,2229,MODIRUBBER,MODI RUBBER,EQ,NSE,NSE
570881,2230,693GJ31-SG,SDL GJ 6.93% 2031,EQ,NSE,NSE
571649,2233,705HP35-SG,SDL HP 7.05% 2035,EQ,NSE,NSE
572417,2236,702HP36-SG,SDL HP 7.02% 2036,EQ,NSE,NSE
573185,2239,703MP31-SG,SDL MP 7.03% 2031,EQ,NSE,NSE
573697,2241,MODTHREAD,MODERN THREADS INDIA,EQ,NSE,NSE
573953,2242,705NL31-SG,SDL NL 7.05% 2031,EQ,NSE,NSE
574721,2245,705RJ31-SG,SDL RJ 7.05% 2031,EQ,NSE,NSE
575489,2248,703RJ36-SG,SDL RJ 7.03% 2036,EQ,NSE,NSE
576257,2251,699RJ41-SG,SDL RJ 6.99% 2041,EQ,NSE,NSE
577537,2256,PENINLAND,PENINSULA LAND,EQ,NSE,NSE
577793,2257,697RJ51A-SG,SDL RJ 6.97% 2051,EQ,NSE,NSE
578305,2259,MOREPENLAB,MOREPEN LAB.,EQ,NSE,NSE
578561,2260,695TN31-SG,SDL TN 6.95% 2031,EQ,NSE,NSE
579329,2263,BANDHANBNK,BANDHAN BANK,EQ,NSE,NSE
579585,2264,708UP31-SG,SDL UP 7.08% 2031,EQ,NSE,NSE
579841,2265,705WB31-SG,SDL WB 7.05% 2031,EQ,NSE,NSE
580097,2266,707AS31-SG,SDL AS 7.07% 2031,EQ,NSE,NSE
580609,2268,MOTOGENFIN,MOTOR & GENERAL FINANCE L,EQ,NSE,NSE
582401,2275,IRISDOREME,IRIS CLOTHINGS,EQ,NSE,NSE
582913,2277,MRF,MRF,EQ,NSE,NSE
584449,2283,MRPL,MRPL,EQ,NSE,NSE
585985,2289,HLEGLAS,HLE GLASCOAT,EQ,NSE,NSE
587265,2294,MTNL,MAHANAGAR TELEPHONE NIGAM,EQ,NSE,NSE
589569,2303,HAL,HINDUSTAN AERONAUTICS,EQ,NSE,NSE
590337,2306,BESTAGRO,BEST AGROLIFE,EQ,NSE,NSE
590593,2307,MUNJALSHOW,MUNJAL SHOWA,EQ,NSE,NSE
592129,2313,MURUDCERA,MURUDESHWAR CERAMICS,EQ,NSE,NSE
592897,2316,HEIDELBERG,HEIDELBERGCEMENT (I),EQ,NSE,NSE
593153,2317,676GS2061-GS,GOI LOAN  6.76% 2061,EQ,NSE,NSE
593665,2319,NCC,NCC,EQ,NSE,NSE
593921,2320,SMCGLOBAL,SMC GLOBAL SECURITIES,EQ,NSE,NSE
595969,2328,CPSEETF,CPSE ETF,EQ,NSE,NSE
596737,2331,JAYNECOIND,JAYASWAL NECO INDUSTR,EQ,NSE,NSE
602369,2353,NURECA-BE,NURECA,EQ,NSE,NSE
605441,2365,GIRIRAJ-SM,GIRIRAJ CIVIL DEVP,EQ,NSE,NSE
607233,2372,63PY26-SG,SDL PY 6.3% 2026,EQ,NSE,NSE
607745,2374,67AS27-SG,SDL AS 6.7% 2027,EQ,NSE,NSE
609281,2380,708CG29-SG,SDL CG 7.08% 2029,EQ,NSE,NSE
609537,2381,707GJ31-SG,SDL GJ 7.07% 2031,EQ,NSE,NSE
610049,2383,708MH31-SG,SDL MH 7.08% 2031,EQ,NSE,NSE
610305,2384,719SK31-SG,SDL SK 7.19% 2031,EQ,NSE,NSE
610561,2385,NAVNETEDUL,NAVNEET EDUCATION,EQ,NSE,NSE
610817,2386,72GA31-SG,SDL GA 7.2% 2031,EQ,NSE,NSE
611073,2387,72UP31-SG,SDL UP 7.2% 2031,EQ,NSE,NSE
611329,2388,NELCO,NELCO,EQ,NSE,NSE
611585,2389,724AS31-SG,SDL AS 7.24% 2031,EQ,NSE,NSE
612097,2391,72JH35-SG,SDL JH 7.2% 2035,EQ,NSE,NSE
612865,2394,734TR36-SG,SDL TR 7.34% 2036,EQ,NSE,NSE
613121,2395,722AP37-SG,SDL AP 7.22% 2037,EQ,NSE,NSE
613633,2397,SANDHAR,SANDHAR TECHNOLOGIES,EQ,NSE,NSE
613889,2398,722KA38-SG,SDL KA 7.22% 2038,EQ,NSE,NSE
614401,2400,735KA39-SG,SDL KA 7.35% 2039,EQ,NSE,NSE
615425,2404,735KA40-SG,SDL KA 7.35% 2040,EQ,NSE,NSE
615937,2406,NEULANDLAB,NEULAND LAB,EQ,NSE,NSE
616193,2407,718HR41-SG,SDL HR 7.18% 2041,EQ,NSE,NSE
617729,2413,722RJ41-SG,SDL RJ 7.22% 2041,EQ,NSE,NSE
617985,2414,723WB41-SG,SDL WB 7.23% 2041,EQ,NSE,NSE
619777,2421,NILKAMAL,NILKAMAL,EQ,NSE,NSE
622337,2431,RAILTEL,RAILTEL CORP OF IND,EQ,NSE,NSE
623361,2435,CONSUMBEES,NIP IND ETF CONSUMPTION,EQ,NSE,NSE
624385,2439,NKIND,NK INDUSTRIES,EQ,NSE,NSE
625153,2442,NOCIL,NOCIL,EQ,NSE,NSE
628225,2454,CENTRUM,CENTRUM CAPITAL,EQ,NSE,NSE
630529,2463,MIDHANI,MISHRA DHATU NIGAM,EQ,NSE,NSE
632833,2472,OILCOUNTUB,OIL COUNTRY TUBULAR,EQ,NSE,NSE
633601,2475,ONGC,OIL AND NATURAL GAS CORP.,EQ,NSE,NSE
635137,2481,ONWARDTEC,ONWARD TECHNOLOGIES,EQ,NSE,NSE
638209,2493,ORIENTHOT,ORIENT HOTELS,EQ,NSE,NSE
638721,2495,SILGO-BE,SILGO RETAIL,EQ,NSE,NSE
638977,2496,ORIENTPPR,ORIENT PAPER AND INDS,EQ,NSE,NSE
643329,2513,BCLIND,BCL INDUSTRIES,EQ,NSE,NSE
643585,2514,OSWALAGRO,OSWAL AGRO MILLS,EQ,NSE,NSE
647937,2531,CONTI-SM,CONTINENTAL SEED CHEM,EQ,NSE,NSE
648961,2535,PGHH,P&G HYGIENE & HEALTH CARE,EQ,NSE,NSE
649473,2537,702KL28-SG,SDL KL 7.02% 2028,EQ,NSE,NSE
649985,2539,702HR29-SG,SDL HR 7.02% 2029,EQ,NSE,NSE
650753,2542,704MH29-SG,SDL MH 7.04% 2029,EQ,NSE,NSE
651521,2545,715RJ31-SG,SDL RJ 7.15% 2031,EQ,NSE,NSE
652289,2548,717AS31-SG,SDL AS 7.17% 2031,EQ,NSE,NSE
653057,2551,717ML31-SG,SDL ML 7.17% 2031,EQ,NSE,NSE
653313,2552,719UP31-SG,SDL UP 7.19% 2031,EQ,NSE,NSE
654593,2557,723PN31-SG,SDL PN 7.23% 2031,EQ,NSE,NSE
655361,2560,724RJ36-SG,SDL RJ 7.24% 2036,EQ,NSE,NSE
655873,2562,HUHTAMAKI,HUHTAMAKI INDIA,EQ,NSE,NSE
656129,2563,724JK36-SG,SDL JK 7.24% 2036,EQ,NSE,NSE
656897,2566,729KA36-SG,SDL KA 7.29% 2036,EQ,NSE,NSE
659201,2575,729KA37-SG,SDL KA 7.29% 2037,EQ,NSE,NSE
659969,2578,722KA38A-SG,SDL KA 7.22% 2038,EQ,NSE,NSE
660737,2581,725TS41-SG,SDL TS 7.25% 2041,EQ,NSE,NSE
661505,2584,72RJ46-SG,SDL RJ 7.2% 2046,EQ,NSE,NSE
664321,2595,3PLAND,3P LAND HOLDINGS,EQ,NSE,NSE
665089,2598,AMJLAND,AMJ LAND HOLDINGS,EQ,NSE,NSE
665345,2599,PARTYCRUS-SM,PARTY CRUISERS,EQ,NSE,NSE
667137,2606,LEMONTREE,LEMON TREE HOTELS,EQ,NSE,NSE
668161,2610,PEARLPOLY,PEARL POLYMERS,EQ,NSE,NSE
669185,2614,HERANBA,HERANBA INDUSTRIES,EQ,NSE,NSE
669697,2616,SEAMECLTD,SEAMEC,EQ,NSE,NSE
672513,2627,IT,KOTAKMAMC - KOTAKIT,EQ,NSE,NSE
674817,2636,DIVOPPBEES,NIP IND ETF DIV OPP,EQ,NSE,NSE
676609,2643,PFIZER,PFIZER,EQ,NSE,NSE
677121,2645,DRCSYSTEMS,DRC SYSTEMS INDIA,EQ,NSE,NSE
678145,2649,PCBL,PCBL CHEMICAL,EQ,NSE,NSE
679937,2656,729KA39-SG,SDL KA 7.29% 2039,EQ,NSE,NSE
680193,2657,725WB41-SG,SDL WB 7.25% 2041,EQ,NSE,NSE
680705,2659,72TS51-SG,SDL TS 7.2% 2051,EQ,NSE,NSE
681985,2664,PIDILITIND,PIDILITE INDUSTRIES,EQ,NSE,NSE
682497,2666,VERA-SM,VERA SYNTHETIC,EQ,NSE,NSE
683009,2668,702PN28-SG,SDL PN 7.02% 2028,EQ,NSE,NSE
683521,2670,702MH29-SG,SDL MH 7.02% 2029,EQ,NSE,NSE
683777,2671,708GJ31-SG,SDL GJ 7.08% 2031,EQ,NSE,NSE
684289,2673,713RJ31-SG,SDL RJ 7.13% 2031,EQ,NSE,NSE
685057,2676,717UP31-SG,SDL UP 7.17% 2031,EQ,NSE,NSE
